,Darija,MSA
4794,ماشي موشكيل!,لا مشكلة!
4795,نتا هير كاسول بزاف معا هاد لجاو زوين,أنت كسول جدًا مع هذا الطقس الجميل
4796,"أ باراكا عليا, يالاه نمشيو",هيا بنا نذهب
4797,علاش غير مانبقاوش شوييا هنا?,لماذا لا نستطيع أن نبقى هنا قليلاً؟
4798,أنا كانستاغال مزيان شامش هنا,أنا أستفيد من الشمس هنا إلى أقصى حد
4799,خاساك دير نافس لحاجا,يجب أن تفعل الشيء نفسه
4800,"أُه, لا, غادي نداوزو ڭاع واقتنا فشامش",يا لا، سنقضي كل وقتنا تحت أشعة الشمس.
4801,"أه, بتاءكيد",آه نعم!
4802,كانفادال ناخراج أُ نتمتّاع بلما أُ النتاعش,أفضل الخروج والاستمتاع بالماء وتنشيط النفس
4803,أجي معايا,تعال معي!
4804,"غادي دير لخير فراسك, دابا تشوف",سيكون مفيدًا لك، سترى
4805,زيد عليها عاندي فريسبي!,بالإضافة إلى ذلك، لديّ قرص طائر!
4806,غادي تكون مومتيعا,سيكون ممتعًا!
4807,غادّوز زاهيا,سيكون ممتعًا!
4808,والاكين غادي يخسنا بزاف ديال بنادام باش نلعبو فريسبي مزيان,ولكننا نحتاج إلى المزيد من الأشخاص للعب الفريسبي بشكل صحيح
4809,ولا غادي إكون هير بحال ألا طاباق تايترما سير واجي,وإلا فإنه مثل رمي صحن ذهابًا وإيابًا
4810,هاها,هاها
4811,ورّيني كيفاش كادير ليها,أرني كيف تفعل ذلك
4812,مابغيتكش تاحشام من راسك دابا,لا أريدك أن تشعر بالخجل من نفسك الآن!
4813,علاش غادي نحشم?,لماذا سأشعر بالخجل؟
4814,أنا عارف راسي واعر,أعلم أنني جيد جدًا
4815,مامحتاجش ناتبات هادشي,لا أحتاج إلى إثبات ذلك!
4816,جيب لييا فاريق ديال بنادم أُ غادي نالعاب,أحضر لي فريقًا من الناس وسألعب
4817,أُ كوككتايل,وكوكتيل
4818,عافاك,من فضلك
4819,ماكانضنش غادي تڭدّ عليه,لا أعتقد أنك ستتمكن من التصالح معه
4820,"إوا جازيرا تويلا ل سيّدا, أُ غادي نقلّب علا صاسها أُ ضانيل, ماتحاركوش",إذًا جزيرة طويلة للسيدة، وسأذهب للبحث عن ساشا ودانيال، لا تتحركوا!
4821,فاقاط مورا مانسالي من شرابي,فقط بعد أن أنهي مشروبي!
4822,أنا ديما كانلعاب مزيان مورا شوييا ديال شاراب,أنا دائمًا ألعب بشكل أفضل بعد شرب القليل!
4823,ماشي بكري بزاف علا كوكتايل أولّا?,ليس من المبكر جدًا لتناول كوكتيل، أليس كذلك؟
4824,هادشي كايعتامد علا لكليان,ذلك يعتمد على العميل
4825,إلا كانتي باغي واحدا غادي نديرها,إذا كنت تريد واحدًا، سأقوم به.
4826,"من غير هادشي, ماكانديرهاش",من غير هذا لا افعل.
4827,غادي نخاليها ليك تقارار أشنو مازيان ليك,أنت من يقرر ما هو الأفضل لك
4828,لواحاد داراجا,إلى حد ما
4829,"أُه, واخا",آه، حسنًا
4830,واخا ناقدار ناخود واحدا,حسنًا، يمكنني أن أحصل على واحدة إذًا
4831,واش عانداك منو?,هل لديكم قائمة طعام؟
4832,واش كاينين شي عورود خاصا?,هل يوجد أي عروض خاصة؟
4833,واش بغيتي عاصير تليمون?,هل ترغب في عصير برتقال؟
4834,عاندا شي أطباق خاصّا,لدينا بعض الأطباق الخاصة
4835,راه مزيان معا موجيتو,إنه جيد جدًا مع موهيتو
4836,أنا ماجيعانش ساراحا,أنا لست جائعًا لهذا الحد في الواقع
4837,أنا مافياش جوع بزاف ساراحا,أنا لست جائعًا فعلًا
4838,والاكين أش كاتقصاد ب شوييا منو?,لكن ماذا تقصد بقطعة منه؟
4839,هادي سبّورا,إنها سبورة
4840,"واخا, كانضن فهامت شوييا",حسنًا، أعتقد أنني أفهم إلى حد ما
4841,"والاكين شوكران, غير شي أتاي مشحّر",لكن لا شكرًا، فقط شاي لذيذ
4842,"أيّ حاجا معا لما سخون, واخا أنا ماشي من الناس ديال ناعناع",أي شيء بالماء الساخن، على الرغم من أنني لست من محبي النعناع.
4843,ف كاس زوين معا شي پايلّ إلا عندك شي واحدا!,في كأس جميل مع قشة إذا كان لديك واحدة!
4844,بلا نعناع?,لا نعناع؟
4845,واش بغيتي شي بونيا?,هل ترغب في لكمة؟
4846,لواصفا مڭادّا ب عاصير ليمون أُ ڭرنادين,الوصفة مكونة من عصير البرتقال والجرينادين
4847,"أه مامتأكاد أشناهوا باولو, والاكين علاش لا?",آه، لست متأكدًا من معرفتي بما هو الباولو، ولكن لم لا!
4848,واش تاقدار طلاب شوييا ديال أناناس بلاست ڭرنادين إمكن?,هل يمكنك طلب بعض الأناناس بدلاً من الرمان الحلو ربما؟
4849,"أي حاجا خرا, نتا تقرّار!",أي شيء آخر، أنت تقرر!
4850,أُ يمكان شوييا من لحليب جوز لهيند إلا كان عنداك شوييا,وربما قليلاً من حليب جوز الهند إذا كان لديك بعض
4851,"ماتخافش, غادي نديرها دابا",لا تقلق، سأفعلها الآن.
4852,أُ مضالّ زويون!,ومظلة جميلة!
4853,لاوحا ديال لماكلا فنافس لواقت?,لوح للأكل في نفس الوقت؟
4854,نقدار ندير هادشي ليك,أستطيع أن أفعل ذلك بك
4855,واش عانداك شي حاجا كاتفاضلها?,هل لديك أي تفضيلات؟
4856,"همّ, ماكانش فيا شي جووع",همم، لم أكن جائعًا لهذه الدرجة
4857,والاكين إمكن شوييا ديال شيپس أيكونو مزيانين,ولكن ربما بعض الرقائق ستكون جيدة
4858,أه أُ بلا سوس,لا صلصة مع ذلك
4859,"أنا كانبغيهوم خفاف, معا شوييا ديال لمالحا!",أحبها خفيفة، مع قليل من الملح!
4860,أُ علاش لا شي بورڭر أُ شلادا تاهييا!,ولماذا لا نضيف برغر وسلطة أيضًا!
4861,"قسادت عادي ل شيپس, سماح لييا",كنت أقصد الشيبس بدون نكهات، آسف
4862,مزيان عامّاتان أنا كانسربي شيپس معا هاد لكوككتايل,بشكل عام أقدم الرقائق مع هذا الكوكتيل
4863,واش هادشي مازيان?,هل هذا جيد؟
4864,ل هامبورڭر غادي يكون هنا من بعد,سيكون الهمبرغر هنا لاحقًا
4865,"واخا, غادي ناخود لحوت أُ شيپس فلوول أُ غادي ناخود لبورڭر من باعد",حسنًا، سأطلب السمك والبطاطس للمقبلات وسأحصل على البرغر لاحقًا!
4866,كانتمنا تكون باقيا بلاسا ل الديسير مورا هادشي,أتمنى أن يكون هناك متسع من الغرفة للحلوى بعد ذلك!
4867,"بغيتي الديسّير, ياك?",أنت تريد الحلويات، أليس كذلك؟
4868,أه كانديرو ديسير,نعم، نحن نصنع الحلويات.
4869,شوربا ديال مانڭو زوينا بزاف إلا كنا باقي فيك جوع,شوربة المانجو اللذيذة جدًا إذا كنت لا تزال جائعًا بعد وجبتك.
4870,"فنفس لوقت, هادي هيا نمارتاك",في غضون ذلك، ها هو رقمك
4871,غادي نسونيو عليك منين إكونو كوككتايلس واجدين,سنتصل بك عندما تكون الكوكتيلات جاهزة
4872,شوكران,شكرًا!
4873,"ناقدار نزيد شي جغمات من باعد, منين يجيو صحابي",قد أحصل على بعض اللقاحات لاحقًا أيضًا، بمجرد وصول أصدقائي!
4874,ماترادّادش أنّاك ترجع,لا تتردد في العودة
4875,ليلا ساعيدا علا كول حال,تصبح على خير، على أي حال!
4876,شوكران ليك مرا خرا,شكرًا مجددًا!
4877,ماساء لخير,مساء الخير!
4878,"واش ناقدار ناخود كايپيرينها, عافاك",هل يمكنني الحصول على كايبيرينيا، من فضلك؟
4879,سماح لييا أنا جديد هنا,آسف، أنا جديد هنا
4880,أنا صاراحاتان مازال ماكانعرفش ل كوككتايلس ديالي,أنا حقًا لا أعرف مشروباتي الكوكتيل بعد
4881,واش تاقدار تڭولييا كيفاش نقادها?,هل يمكنك أن تخبرني كيف أصنعه
4882,خاساك تخالتو معا عاسّير ليمون أُ سوكار أُ تالج,عليك خلطه مع عصير الليمون والسكر والثلج
4883,"واخا, منخوض ولا ماقلوب?",حسنًا، مُخَلَّط أم مُقَلَّب؟
4884,واش بغيتي راقاإق ديال بطاطا أُ لموكسارات ولا شي حاجا خرا تعاضها?,هل تريد رقائق البطاطس، المكسرات أو أي شيء للتقرمش؟
4885,"منخوضا, كانضن",مُهَزَّز، أظن
4886,"شيپس غادي تكون مزيانا, غانموت ب جوع",ستكون البطاطس المقرمشة جيدة، أنا جائع جدًا
4887,ماكليت والو نهار كامل,لم آكل أي شيء طوال اليوم
4888,هادي هييا لقاإما,ها هو القائمة
4889,هادا هوا ل منو,ها هو القائمة
4890,كانديرو شي واجبات خفيفا زوينا ف لبار,نحن نقدم بعض المقبلات الرائعة للبار
4891,"أه, سحابلي كان فابور معا تلج",آه، ظننت أنه مجاني مع الكأس
4892,ولا يقدار تاخود شي حاجا خرا,أو يمكنك أن تختار شيئًا آخر
4893,ماعنديش بزاف ديال لفلوس معايا,ليس لدي الكثير من المال معي
4894,ماهازش معايا فلوس بزاف,ليس لدي الكثير من المال معي
4895,شيپس كاتجي فهاد زلافا سغيرا كاتجي معا لماشروب ديالك,البطاطس المقرمشة في هذا الوعاء الصغير تأتي مع مشروبك
4896,واخا شوكران ليك بزاف,حسنًا، شكرًا جزيلًا
4897,كان مومكين تختار ماشروب رخاس,ربما كان بإمكانك اختيار مشروب أرخص!
